	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
341	cage	OTU437	cagec17	-0.0241992338956761	41	9	2.04450339871867e-08	1.4751421780368e-05
350	cage	OTU570	cagec17	-0.0190349549308329	41	5	2.19471815960863e-08	1.55167204550468e-05
357	cage	OTU1867	cagec17	-0.0241873780200324	41	10	2.62018378103178e-08	1.82623840491138e-05
364	cage	OTU1481	cagec17	-0.0227507504188524	41	35	2.97306266125938e-08	2.03189838330076e-05
374	cage	OTU200	cagec17	-0.0728846186421927	41	8	4.21435146442305e-08	2.78732900874263e-05
381	cage	OTU744	cagec17	-0.00941560654225889	41	9	4.67859233190034e-08	3.0372211650759e-05
395	cage	OTU1922	cagec17	-0.0274226722173861	41	17	5.38724511748037e-08	3.38992743470465e-05
417	cage	OTU343	cagec17	-0.0176378771311922	41	10	7.45417585596384e-08	4.44068538758784e-05
425	cage	OTU208	cagec17	-0.0222972199617384	41	7	8.47916286971085e-08	4.94357297387452e-05
431	cage	OTU2388	cagec17	-0.0126802313201661	41	13	9.10224471772193e-08	5.18795199705237e-05
440	cage	OTU2330	cagec17	-0.00868944980357634	41	8	9.36647489862622e-08	5.26141412016737e-05
446	cage	OTU139	cagec17	0.0624299941521261	41	20	9.98639374052945e-08	5.55754913301361e-05
454	cage	OTU1470	cagec17	-0.0127710030181044	41	7	1.05791356893189e-07	5.77130556007314e-05
461	cage	OTU127	cagec17	-0.137590804944393	41	18	1.16278893979916e-07	6.260155413159e-05
473	cage	OTU951	cagec17	0.049032727833537	41	24	1.41079266946099e-07	7.33642514806424e-05
477	cage	OTU2383	cagec17	-0.0109613619579034	41	6	1.41935496306595e-07	7.33642514806424e-05
500	cage	OTU847	cagec17	-0.0223795142589395	41	16	1.80516843408822e-07	8.91843827344906e-05
508	cage	OTU501	cagec17	-0.0239886251485876	41	10	1.8954209759743e-07	9.19810040760927e-05
517	cage	OTU2845	cagec17	-0.0719460480179413	41	39	2.15031901272723e-07	0.000102929579559216
528	cage	OTU131	cagec17	-0.0312637022767307	41	36	2.65116422448146e-07	0.000124244665199761
529	cage	OTU31	cagec17	-0.177144197144888	41	23	2.67569130654669e-07	0.000125155715207002
542	cage	OTU216	cagec17	-0.0263405329369452	41	8	2.93204960366409e-07	0.000133591238580871
550	cage	OTU2558	cagec17	-0.012607675186815	41	8	3.04501354569596e-07	0.000136712773310656
555	cage	OTU346	cagec17	-0.0592934354555567	41	36	3.18202250460511e-07	0.000141828853435784
570	cage	OTU334	cagec17	-0.00813087292586817	41	8	3.69324401420549e-07	0.000159058731650055
584	cage	OTU2101	cagec17	-0.0727554109772755	41	12	4.07583930706516e-07	0.000172303655600068
589	cage	OTU33	cagec17	-0.14944450215489	41	20	4.1909659440727e-07	0.000175961209553211
594	cage	OTU2116	cagec17	0.0512015266119743	41	26	4.6613036369612e-07	0.000193827868665188
596	cage	OTU1969	cagec17	0.0118111849740681	41	16	4.77707611689082e-07	0.000198201935340888
601	cage	OTU116	cagec17	-0.0367141070436027	41	19	4.84600121955044e-07	0.000199380535460624
602	cage	OTU1735	cagec17	-0.0446711445945289	41	29	4.87501927574571e-07	0.000200239585567053
603	cage	OTU55	cagec17	-0.0159624433678213	41	13	5.02913178684981e-07	0.000205199419144472
614	cage	OTU135	cagec17	-0.0235497624680415	41	30	5.26333521301912e-07	0.000211306432715575
639	cage	OTU2683	cagec17	-0.00805520773852528	41	10	6.80150115029163e-07	0.000262703444036782
644	cage	OTU844	cagec17	-0.0379776035875377	41	26	7.04093477383089e-07	0.00026855364576979
648	cage	OTU228	cagec17	-0.0165841556027517	41	14	7.05120185855308e-07	0.00026855364576979
650	cage	OTU811	cagec17	-0.079601190647802	41	38	7.11797090059848e-07	0.000269215359171484
656	cage	OTU497	cagec17	-0.00715680138792825	41	3	7.15611249113549e-07	0.000269215359171484
659	cage	OTU2184	cagec17	-0.0348062002111652	41	37	7.23917922276689e-07	0.000271510051590228
670	cage	OTU163	cagec17	-0.0365140183255507	41	10	7.49646633118118e-07	0.000274648582393589
673	cage	OTU1000	cagec17	-0.0147882532014832	41	16	7.50146715203368e-07	0.000274648582393589
681	cage	OTU1133	cagec17	-0.010107958523849	41	6	8.11465339447096e-07	0.00029360367311992
684	cage	OTU8	cagec17	-0.227194693209866	41	41	8.13328103121897e-07	0.000293845530848461
692	cage	OTU267	cagec17	-0.0284032175042906	41	14	8.73538312482054e-07	0.000310276233219584
696	cage	OTU173	cagec17	-0.056004077735449	41	9	8.77722693419403e-07	0.000310276233219584
701	cage	OTU144	cagec17	-0.0168476147265678	41	16	8.87867932155122e-07	0.000312069089176646
724	cage	OTU927	cagec17	-0.0151745788789556	41	9	1.14546057674624e-06	0.000389800392698367
740	cage	OTU2038	cagec17	-0.0103395276047613	41	14	1.37007271867911e-06	0.000456691063749682
742	cage	OTU746	cagec17	0.00658583699931665	41	7	1.37172334287532e-06	0.000456691063749682
761	cage	OTU178	cagec17	0.0305471976042268	41	10	1.59876379878384e-06	0.000518938059051954
773	cage	OTU692	cagec17	-0.00694498834323864	41	3	1.67715918973552e-06	0.000535205208255457
778	cage	OTU491	cagec17	-0.022754382001458	41	16	1.69512998786125e-06	0.000538147995901184
784	cage	OTU2675	cagec17	0.0483419932228348	41	19	1.75010995631053e-06	0.000551333935109826
790	cage	OTU83	cagec17	-0.0344041678352045	41	25	1.83142885064379e-06	0.000571826472240921
792	cage	OTU89	cagec17	-0.045159076205828	41	32	1.85043219181789e-06	0.000576297196428226
830	cage	OTU568	cagec17	-0.0256421771321882	41	21	2.70755493841323e-06	0.000804539485969054
831	cage	OTU1662	cagec17	-0.0871078682412667	41	40	2.71917125541169e-06	0.000807016571975543
838	cage	OTU206	cagec17	-0.0223320218408143	41	8	2.78730719390743e-06	0.000819822629696551
840	cage	OTU1454	cagec17	0.016920468331257	41	13	2.80403297155197e-06	0.000823264749667939
844	cage	OTU507	cagec17	0.0101262472884998	41	3	2.83995965453418e-06	0.000829713620590996
850	cage	OTU268	cagec17	-0.0143428018137404	41	5	2.86983783383367e-06	0.000829713620590996
858	cage	OTU2703	cagec17	-0.0456201726148718	41	22	2.94756830758243e-06	0.000847208952911984
866	cage	OTU64	cagec17	0.0519682774086199	41	28	3.10451076215522e-06	0.000882230359681663
873	cage	OTU91	cagec17	0.0546603141114961	41	19	3.19691430153844e-06	0.000901883178947143
877	cage	OTU461	cagec17	-0.00595157016477159	41	9	3.21275200875146e-06	0.000901883178947143
903	cage	OTU80	cagec17	-0.0303944111448186	41	26	3.59414155666411e-06	0.000981455944702516
921	cage	OTU469	cagec17	-0.00904527713643058	41	12	4.21837777289235e-06	0.00112812718707513
925	cage	OTU2788	cagec17	-0.0106885425278963	41	13	4.28231515742478e-06	0.00113903564798629
934	cage	OTU423	cagec17	-0.00996390055605036	41	5	4.33739739897528e-06	0.00114256985423093
940	cage	OTU578	cagec17	-0.00904527713643057	41	12	4.42960928160255e-06	0.00115492589036519
953	cage	OTU945	cagec17	-0.00871929130128302	41	12	4.52024344072739e-06	0.00116699594483341
957	cage	OTU682	cagec17	-0.0143883688451998	41	10	4.65573018822983e-06	0.00119820281205178
961	cage	OTU1175	cagec17	-0.0137870755425543	41	15	4.71253932779996e-06	0.00120776983186867
972	cage	OTU2708	cagec17	-0.00696170473471992	41	8	5.18313025191465e-06	0.00131196673787586
991	cage	OTU1113	cagec17	-0.0153567736588695	41	23	5.69760131682161e-06	0.00141434130757144
998	cage	OTU599	cagec17	-0.00849554035688863	41	5	5.97798596101197e-06	0.00147523142616801
1005	cage	OTU383	cagec17	-0.119501694521846	41	37	6.17636736016384e-06	0.00151356065357832
1015	cage	OTU2610	cagec17	-0.0158201061442313	41	4	6.63460493679194e-06	0.00160677844706659
1019	cage	OTU384	cagec17	-0.0148426571185124	41	17	6.67669485710881e-06	0.00161366794946806
1025	cage	OTU2023	cagec17	-0.017005001654374	41	15	7.13603166979853e-06	0.00171123569585013
1029	cage	OTU275	cagec17	-0.0501140563905711	41	17	7.29734841362871e-06	0.00173930498808086
1031	cage	OTU1182	cagec17	-0.00700654677811676	41	12	7.30256852704068e-06	0.00173930498808086
1042	cage	OTU2022	cagec17	-0.02843492745715	41	27	7.87197270297689e-06	0.00186051541587159
1051	cage	OTU360	cagec17	-0.00757730961780608	41	10	8.42143711906037e-06	0.00196769717422819
1058	cage	OTU678	cagec17	0.0137085138861706	41	21	8.5420352451315e-06	0.00198681643774106
1074	cage	OTU977	cagec17	-0.0106607473555416	41	7	9.16820345957479e-06	0.00210029541395103
1075	cage	OTU1792	cagec17	-0.0193516030846077	41	33	9.35729285093155e-06	0.00214161884759502
1089	cage	OTU203	cagec17	-0.0112699972790588	41	4	1.00388983446249e-05	0.00226392340239823
1098	cage	OTU17	cagec17	0.137894478428679	41	30	1.07528588332447e-05	0.00240728037193361
1102	cage	OTU882	cagec17	0.0113582277070875	41	18	1.09244651902694e-05	0.00243682923120428
1112	cage	OTU659	cagec17	-0.030128371397324	41	35	1.14562837262716e-05	0.0025302241285105
1114	cage	OTU605	cagec17	-0.0148852596523323	41	31	1.16217230511815e-05	0.00256216296984189
1127	cage	OTU518	cagec17	-0.00972007319487119	41	14	1.22278691305389e-05	0.00266239667015081
1132	cage	OTU302	cagec17	-0.0121450995458166	41	13	1.23465450706071e-05	0.00267403777247974
1141	cage	OTU871	cagec17	0.0166273261160008	41	21	1.28999842057196e-05	0.00277436487239741
1142	cage	OTU2112	cagec17	0.0359656384259392	41	25	1.29385496945668e-05	0.00277973337921825
1143	cage	OTU1908	cagec17	-0.0134633006965383	41	21	1.29475422500848e-05	0.00277973337921825
1147	cage	OTU1363	cagec17	-0.015532387419339	41	11	1.30573860797185e-05	0.00279113822666871
1156	cage	OTU833	cagec17	-0.0114882119463573	41	15	1.34265979331807e-05	0.0028429295005268
1161	cage	OTU1943	cagec17	-0.0225673605532973	41	32	1.3534854868717e-05	0.0028608892502874
1174	cage	OTU2659	cagec17	-0.00960637617082676	41	12	1.42947363744497e-05	0.00298306535484354
1177	cage	OTU1535	cagec17	-0.016477070675659	41	23	1.43640780840415e-05	0.00299245950852102
1180	cage	OTU710	cagec17	0.0191442516797529	41	17	1.48940185428917e-05	0.00309761592581355
1181	cage	OTU103	cagec17	0.0396814537392156	41	19	1.49990969882058e-05	0.00311683515683041
1185	cage	OTU2013	cagec17	-0.0207009164761391	41	21	1.52423645386225e-05	0.00315672192254972
1186	cage	OTU2550	cagec17	0.019332911555679	41	22	1.52601565906621e-05	0.0031577486518896
1190	cage	OTU87	cagec17	-0.0501515160473613	41	20	1.56087483871548e-05	0.00321905249533143
1197	cage	OTU726	cagec17	-0.00732449990839594	41	9	1.61765596066415e-05	0.00331117487182968
1210	cage	OTU264	cagec17	0.0258089021502467	41	18	1.70806008209757e-05	0.00346451754673569
1212	cage	OTU243	cagec17	-0.0186999730432338	41	18	1.72162159089155e-05	0.00348228195886947
1218	cage	OTU102	cagec17	-0.0245515696977207	41	23	1.72955634873554e-05	0.00348228195886947
1229	cage	OTU660	cagec17	-0.00764243074548048	41	4	1.78940517926937e-05	0.00356774620820014
1246	cage	OTU1618	cagec17	-0.0163683489845166	41	17	1.99794772030925e-05	0.00393352498951451
1250	cage	OTU608	cagec17	-0.00915522865792294	41	14	2.01918023737512e-05	0.00395021143295762
1263	cage	OTU11	cagec17	-0.0839968460251857	41	41	2.05521267185856e-05	0.00399414186529277
1269	cage	OTU109	cagec17	-0.0135256741359149	41	5	2.11773937977395e-05	0.00409624405488557
1278	cage	OTU1010	cagec17	-0.0188292048474539	41	29	2.19716062292052e-05	0.00422000630898904
1284	cage	OTU124	cagec17	0.0189937582901601	41	30	2.31067947102804e-05	0.00441734766910122
1291	cage	OTU538	cagec17	-0.0259827103388532	41	13	2.46684315542089e-05	0.00469037627071321
1294	cage	OTU104	cagec17	-0.019219288197383	41	20	2.50337355179006e-05	0.00474516578244817
1304	cage	OTU45	cagec17	0.0830527012843631	41	28	2.59898641610644e-05	0.00489247758882617
1309	cage	OTU1085	cagec17	-0.0193914845261194	41	32	2.65834435795665e-05	0.0049851453566965
1317	cage	OTU511	cagec17	-0.0142816481474992	41	15	2.78178701877307e-05	0.00518109411610803
1319	cage	OTU2636	cagec17	-0.0188588731465806	41	31	2.79329893048019e-05	0.0051985997651933
1336	cage	OTU1386	cagec17	-0.0448499481151765	41	36	3.05583713718244e-05	0.00561105094013698
1347	cage	OTU1088	cagec17	-0.020924007196656	41	7	3.18338007283943e-05	0.0058016983924533
1349	cage	OTU1476	cagec17	0.0213082761652537	41	21	3.20583268834086e-05	0.00583397527471391
1355	cage	OTU1862	cagec17	-0.00757730961780607	41	7	3.28298613701128e-05	0.00594798277019031
1360	cage	OTU41	cagec17	-0.0372679849439103	41	14	3.40634968503013e-05	0.00614434059718301
1364	cage	OTU53	cagec17	-0.032527969523625	41	10	3.43357711311293e-05	0.00616632855605088
1370	cage	OTU1887	cagec17	-0.0117593676179807	41	24	3.49802266361806e-05	0.0062446769890985
1391	cage	OTU158	cagec17	-0.0164729563466835	41	11	3.63977354622538e-05	0.00641030038649004
1398	cage	OTU1784	cagec17	-0.0158782365065951	41	24	3.7341871023105e-05	0.00654379054195991
1402	cage	OTU1952	cagec17	0.0166325979375504	41	16	3.75775619383373e-05	0.00657105231458614
1414	cage	OTU92	cagec17	-0.013189243085794	41	9	3.94846889330698e-05	0.00682691104077707
1418	cage	OTU2444	cagec17	-0.0309287731307791	41	17	4.01229879259279e-05	0.00692753654760107
1423	cage	OTU1838	cagec17	-0.00737458357656679	41	4	4.05011236177155e-05	0.00695295018111764
1445	cage	OTU2885	cagec17	-0.0161209418488946	41	23	4.37800488098411e-05	0.00741329103167713
1457	cage	OTU1039	cagec17	-0.0332097705955577	41	30	4.70333596972764e-05	0.00789355165064037
1459	cage	OTU2050	cagec17	0.0177699903657762	41	19	4.84539927560849e-05	0.00811538026523394
1461	cage	OTU1092	cagec17	-0.014816638114535	41	38	4.85522012917594e-05	0.00812628431919768
1472	cage	OTU1532	cagec17	-0.00832098845696574	41	19	5.0552650289911e-05	0.00838128195375936
1486	cage	OTU2658	cagec17	-0.0477340493059816	41	8	5.14465416090605e-05	0.00845848301470705
1500	cage	OTU315	cagec17	-0.0119853595477984	41	17	5.45528767982773e-05	0.00886801039470603
1515	cage	OTU427	cagec17	-0.00715680138792825	41	5	5.70686170411435e-05	0.00920117387349398
1521	cage	OTU2617	cagec17	-0.0206487053706564	41	20	5.7700631074551e-05	0.00927048058681474
1527	cage	OTU1	cagec17	-0.14991984152321	41	31	5.85893480490569e-05	0.00937875564472727
1539	cage	OTU1686	cagec17	0.00887600128600075	41	3	6.16481358750983e-05	0.00979194474260914
1568	cage	OTU1615	cagec17	-0.0108287027632318	41	15	6.90558719985484e-05	0.0107533541638651
1585	cage	OTU606	cagec17	0.00723782499090365	41	5	7.30004524245243e-05	0.0112606973750299
1588	cage	OTU2070	cagec17	-0.0289868687044903	41	23	7.39260136475525e-05	0.01138206171452
1612	cage	OTU1242	cagec17	0.152471191272795	41	23	7.8380627544017e-05	0.0118820298577001
1627	cage	OTU2010	cagec17	-0.0133024921217852	41	20	8.22427057122313e-05	0.0123533263646644
1632	cage	OTU201	cagec17	-0.0150869492709421	41	5	8.39579945808856e-05	0.0125573088830987
1636	cage	OTU793	cagec17	0.061099001783844	41	20	8.62404468416042e-05	0.0128830241770296
1641	cage	OTU2815	cagec17	-0.00641783885456099	41	9	8.73441148048564e-05	0.0129888674221188
1669	cage	OTU853	cagec17	-0.0107314924638532	41	4	9.54769701698176e-05	0.0139491965735014
1684	cage	OTU955	cagec17	-0.00785084211217075	41	12	9.68226995645925e-05	0.0140376938908509
1694	cage	OTU1994	cagec17	-0.00769960532862872	41	7	9.81244059622566e-05	0.0141487047833763
1701	cage	OTU2410	cagec17	-0.0191239769615635	41	15	9.87419929790012e-05	0.0141731114784148
1710	cage	OTU630	cagec17	0.0326276963732609	41	18	0.000102328222278507	0.0146290115193126
1716	cage	OTU537	cagec17	0.0229043114141924	41	24	0.000105890336834837	0.0150856634648713
1733	cage	OTU2366	cagec17	-0.01474186845397	41	19	0.000112940582079972	0.0159332350878498
1748	cage	OTU1478	cagec17	0.0366314738161704	41	19	0.000118060312909149	0.0165040938677434
1751	cage	OTU1756	cagec17	-0.022867063373203	41	16	0.000119071685090896	0.0165983230508266
1770	cage	OTU226	cagec17	0.0377220417260302	41	31	0.000122216530215338	0.0168741798230029
1771	cage	OTU520	cagec17	0.00785950425000876	41	14	0.000122341520879624	0.0168819634170835
1776	cage	OTU2303	cagec17	-0.0314625218838584	41	21	0.00012646025796725	0.0173590980574057
1779	cage	OTU2085	cagec17	-0.00993435728174016	41	10	0.000126504805443605	0.0173590980574057
1782	cage	OTU1576	cagec17	-0.0107234190999036	41	27	0.000127095677764591	0.0174110463642353
1783	cage	OTU2806	cagec17	-0.0165997508792966	41	30	0.000127316580056744	0.0174316023413584
1794	cage	OTU156	cagec17	-0.0562119867971531	41	23	0.00012987078344637	0.0176731293953509
1799	cage	OTU2485	cagec17	-0.013077695345244	41	9	0.000130410412359587	0.0176976208636049
1808	cage	OTU1907	cagec17	-0.00911853264255572	41	6	0.000134576412770549	0.0181528381956292
1817	cage	OTU515	cagec17	-0.00803079450173334	41	18	0.000139920449081956	0.0187707783701075
1824	cage	OTU2795	cagec17	-0.00839540599084789	41	13	0.000140856685372593	0.0188347588581616
1827	cage	OTU590	cagec17	-0.0108068709346941	41	14	0.000141387768416738	0.0188611263811135
1834	cage	OTU9	cagec17	0.185639422532772	41	23	0.00014481120344367	0.0192692882972797
1837	cage	OTU886	cagec17	-0.00931312430534426	41	14	0.000145729866714439	0.0193288082031383
1847	cage	OTU2152	cagec17	-0.0167540394721694	41	26	0.000150238807261862	0.0198324773651955
1870	cage	OTU1724	cagec17	-0.00746855267673974	41	12	0.000157431987164577	0.0204567381870168
1878	cage	OTU247	cagec17	-0.00707810934965032	41	12	0.000157654472620694	0.0204567381870168
1883	cage	OTU765	cagec17	-0.0198321828160254	41	25	0.000158510753047107	0.0205260579723427
1885	cage	OTU2487	cagec17	-0.0110751120140228	41	14	0.000160490822246877	0.0207497007005543
1892	cage	OTU2234	cagec17	-0.00730621375337728	41	5	0.000165603390877849	0.0213360570956556
1900	cage	OTU118	cagec17	-0.0860585326710757	41	40	0.000169147387867523	0.0217091892899123
1906	cage	OTU780	cagec17	0.00753438350077384	41	7	0.000172229510520371	0.0220357941133129
1911	cage	OTU1376	cagec17	0.0264861149219849	41	3	0.000173732711327927	0.0221704746353678
1928	cage	OTU542	cagec17	0.0204333225840463	41	20	0.000184718830930969	0.0233424072962315
1941	cage	OTU2670	cagec17	-0.00646836901582525	41	5	0.000189888393931386	0.0238365157029063
1947	cage	OTU1135	cagec17	0.0123743380406469	41	15	0.000193103432912904	0.0241661186793449
1948	cage	OTU375	cagec17	-0.010107958523849	41	21	0.000195479238005047	0.0244385799192316
1955	cage	OTU495	cagec17	0.0192230983055314	41	3	0.000197514345846355	0.0246179519295844
1960	cage	OTU618	cagec17	-0.00652081711062925	41	11	0.000199156722073037	0.0247349431744998
1963	cage	OTU115	cagec17	-0.0132496710546702	41	25	0.000199591980622239	0.0247764945188466
1977	cage	OTU1263	cagec17	-0.00965351257845408	41	16	0.000206158837842287	0.0254121753437889
1984	cage	OTU22	cagec17	-0.0814033059313511	41	40	0.000212537739480813	0.0261069135340194
2028	cage	OTU2735	cagec17	-0.0219715543524184	41	26	0.000236018485856234	0.0283541407249074
2031	cage	OTU1940	cagec17	-0.0155143667056734	41	22	0.000236731048620781	0.0283911887805495
2039	cage	OTU1851	cagec17	-0.0107763158095643	41	12	0.000240739899086013	0.0287389240909392
2069	cage	OTU650	cagec17	-0.0102338055730971	41	16	0.000255195764052873	0.030027546724188
2075	cage	OTU761	cagec17	0.0254905246828931	41	28	0.000262183823591779	0.0307762029604248
2089	cage	OTU756	cagec17	-0.0102884722812933	41	12	0.000266778295126566	0.0310930039782355
2093	cage	OTU324	cagec17	-0.00754724471501767	41	10	0.000269122866657174	0.0312137474566446
2098	cage	OTU1538	cagec17	-0.00860424074892355	41	16	0.000269391122419191	0.0312137474566446
2101	cage	OTU25	cagec17	0.124697437166198	41	36	0.000269577580562838	0.0312137474566446
2105	cage	OTU2129	cagec17	-0.0102005780341659	41	4	0.000269970998621101	0.0312137474566446
2109	cage	OTU1612	cagec17	-0.0201687690828418	41	36	0.000273025368203124	0.0315372500077897
2133	cage	OTU2896	cagec17	-0.00670622629085152	41	5	0.000288315600810814	0.032871318571219
2142	cage	OTU890	cagec17	-0.00678518476074939	41	13	0.000290944411748557	0.0330637830177274
2150	cage	OTU2029	cagec17	-0.032494445190441	41	8	0.000294363292114243	0.0333291584454266
2157	cage	OTU2231	cagec17	-0.00973753483234873	41	14	0.000298219308867365	0.0336341206832199
2170	cage	OTU404	cagec17	-0.0102940115439206	41	12	0.000305503653731701	0.0342474555763171
2176	cage	OTU567	cagec17	-0.0202705384303598	41	30	0.000307176137468173	0.0343686654544142
2229	cage	OTU54	cagec17	-0.0411896089619147	41	38	0.000354150291718252	0.0386746894467304
2231	cage	OTU1244	cagec17	0.0157628938254547	41	18	0.000355067247484854	0.0387404347536279
2259	cage	OTU600	cagec17	-0.00629248689736147	41	11	0.000383565791826857	0.0412823170269926
2265	cage	OTU1497	cagec17	0.0260680173053561	41	26	0.000388358320708609	0.0417141228592774
2266	cage	OTU2214	cagec17	0.0949029639353998	41	37	0.000388727345794637	0.0417141228592774
2270	cage	OTU1350	cagec17	0.0174839963618167	41	6	0.000389848631058931	0.0417939815424167
2284	cage	OTU392	cagec17	-0.027525864732825	41	7	0.000399251352316852	0.0424872858866703
2292	cage	OTU128	cagec17	0.0137483949110056	41	17	0.000402319571478276	0.042702976879983
2318	cage	OTU1455	cagec17	-0.0101313476107837	41	6	0.000425614191046964	0.0446553683252119
2321	cage	OTU1661	cagec17	0.00680426675504092	41	11	0.000426650014839699	0.0447259010230571
2328	cage	OTU450	cagec17	-0.00923642441501405	41	13	0.000437691924422098	0.0457081528051952
2338	cage	OTU317	cagec17	-0.00671464932670971	41	13	0.000450755198731606	0.046873396800646
2350	cage	OTU2118	cagec17	0.0114916220893867	41	16	0.000456661257009676	0.0472678021417289
2354	cage	OTU251	cagec17	-0.0138444100486106	41	22	0.000458878603644065	0.0474175199516064
2359	cage	OTU279	cagec17	-0.00835022597864099	41	10	0.000463640528786762	0.0477891599418134
2387	cage	OTU2313	cagec17	-0.0179102997121199	41	31	0.000490405077985602	0.0499618195330615
7	cage	OTU2257	cagec2	0.00921360384308376	41	9	1.89356444873401e-23	1.55295638757723e-18
15	cage	OTU56	cagec2	0.0245458713405499	41	12	6.06044666873887e-17	1.35554010639682e-12
33	cage	OTU220	cagec2	0.0193539874111047	41	7	2.39475983221533e-13	2.03172249944401e-09
49	cage	OTU838	cagec2	0.0180884525140372	41	11	1.99048617188512e-12	1.08829610282689e-08
64	cage	OTU1336	cagec2	-0.0290755405807257	41	27	1.02904635944185e-11	4.15054883832778e-08
74	cage	OTU971	cagec2	0.0147296069658395	41	6	2.12124868430816e-11	7.45579517915894e-08
75	cage	OTU1481	cagec2	-0.0318951936612039	41	35	2.16574728491233e-11	7.50498541884472e-08
77	cage	OTU10	cagec2	0.201192092840332	41	24	2.43272761510889e-11	8.19919183888418e-08
104	cage	OTU387	cagec2	0.0154927117997648	41	11	8.83556503163889e-11	2.17387591368934e-07
130	cage	OTU2219	cagec2	-0.0206805570528203	41	8	2.15480879649123e-10	4.20764041160565e-07
134	cage	OTU2096	cagec2	-0.0236842308945081	41	22	2.77925549263376e-10	5.21984491329109e-07
158	cage	OTU2341	cagec2	-0.0377247046983648	41	9	7.02440837132801e-10	1.11500926610092e-06
160	cage	OTU698	cagec2	0.00987716203868689	41	11	7.43111116661685e-10	1.17200531929546e-06
173	cage	OTU198	cagec2	-0.0273914879916487	41	9	8.67048595896591e-10	1.2622842330687e-06
175	cage	OTU548	cagec2	-0.0306440353278333	41	29	9.32327650325804e-10	1.34144501814743e-06
183	cage	OTU192	cagec2	0.0220474321682704	41	8	1.01030259173989e-09	1.38242405243565e-06
187	cage	OTU1122	cagec2	-0.0187061429997477	41	16	1.08054443232533e-09	1.4370481648434e-06
192	cage	OTU1867	cagec2	-0.0281784297186491	41	10	1.15621134655623e-09	1.50513635488178e-06
214	cage	OTU2008	cagec2	-0.00901995331901227	41	5	2.40152135433401e-09	2.8005606079224e-06
246	cage	OTU763	cagec2	-0.0260889742959432	41	24	3.93093611113091e-09	3.99651127262114e-06
252	cage	OTU1692	cagec2	-0.0149463269126989	41	7	4.46433472766727e-09	4.42899807818981e-06
254	cage	OTU1769	cagec2	-0.014335903704212	41	7	5.00238974522993e-09	4.91866898710642e-06
281	cage	OTU1709	cagec2	-0.00861850783877829	41	5	7.70394352435113e-09	6.84279838592339e-06
308	cage	OTU2021	cagec2	-0.0202718222490427	41	7	1.27152164034914e-08	1.02908345337691e-05
312	cage	OTU1399	cagec2	0.00933632444545737	41	11	1.46647529307813e-08	1.15900733152863e-05
314	cage	OTU343	cagec2	-0.0191822152897551	41	10	1.46973945966229e-08	1.15900733152863e-05
322	cage	OTU1638	cagec2	0.0107921827265597	41	5	1.59940297218798e-08	1.23746009140948e-05
329	cage	OTU914	cagec2	-0.0201279196448779	41	7	1.72953956100599e-08	1.30932530760378e-05
330	cage	OTU2200	cagec2	0.0189423472926491	41	6	1.73644382866925e-08	1.31051972476778e-05
331	cage	OTU1934	cagec2	0.0166911636874644	41	9	1.78526923099823e-08	1.34324858038872e-05
335	cage	OTU275	cagec2	-0.0703787548433776	41	17	1.94883100505464e-08	1.43989349546736e-05
351	cage	OTU570	cagec2	-0.0190349549308329	41	5	2.19471815960863e-08	1.55167204550468e-05
375	cage	OTU200	cagec2	-0.0728846186421927	41	8	4.21435146442305e-08	2.78732900874263e-05
382	cage	OTU744	cagec2	-0.00941560654225889	41	9	4.67859233190034e-08	3.0372211650759e-05
397	cage	OTU892	cagec2	-0.0136353596994169	41	9	5.62018087712707e-08	3.51850494266085e-05
447	cage	OTU377	cagec2	-0.0702695173890506	41	29	1.00066017140716e-07	5.55754913301361e-05
466	cage	OTU314	cagec2	0.0331264343676315	41	17	1.30185357555559e-07	6.89723565210594e-05
471	cage	OTU2469	cagec2	0.0166313319633806	41	10	1.4040891947522e-07	7.33642514806424e-05
480	cage	OTU560	cagec2	-0.0384251621829914	41	11	1.43165416581748e-07	7.38448419277221e-05
494	cage	OTU1318	cagec2	-0.0171012536007082	41	9	1.76267536213062e-07	8.78721994001609e-05
524	cage	OTU1428	cagec2	0.0106205445246244	41	6	2.36987407374532e-07	0.000111914915063738
556	cage	OTU88	cagec2	-0.0646744693218238	41	12	3.20731766664185e-07	0.000142461397174392
557	cage	OTU1732	cagec2	0.0625992346298761	41	20	3.20855735434418e-07	0.000142461397174392
559	cage	OTU682	cagec2	-0.0162470788981719	41	10	3.2799740433164e-07	0.000145142980880474
562	cage	OTU667	cagec2	-0.00977791048453027	41	15	3.33768709700017e-07	0.00014612002140296
572	cage	OTU334	cagec2	-0.00813087292586817	41	8	3.69324401420552e-07	0.000159058731650055
618	cage	OTU107	cagec2	-0.0200495436270321	41	20	5.29045479146609e-07	0.000211306432715575
626	cage	OTU2363	cagec2	0.0214642924052154	41	16	6.12045627548428e-07	0.000241710866878223
627	cage	OTU19	cagec2	0.126002235251935	41	21	6.15344199143452e-07	0.000242624103725413
634	cage	OTU1986	cagec2	0.00878623260874691	41	11	6.67103361652659e-07	0.000260114278591023
641	cage	OTU172	cagec2	-0.0258937556790673	41	11	6.8833524718619e-07	0.000265448180582992
655	cage	OTU497	cagec2	-0.00715680138792825	41	3	7.15611249113545e-07	0.000269215359171484
